,AAPL,GOOG,MSFT
2024-11-22 14:30:00+00:00,,166.6750030517578,412.0400085449219
2024-11-22 14:31:00+00:00,,165.72000122070312,411.4649963378906
2024-11-22 14:32:00+00:00,,166.94000244140625,412.2300109863281
2024-11-22 14:33:00+00:00,,166.86000061035156,412.635009765625
2024-11-22 14:34:00+00:00,,167.0399932861328,412.8099060058594
2024-11-22 14:35:00+00:00,,167.38999938964844,413.9849853515625
2024-11-22 14:36:00+00:00,,167.38909912109375,413.989990234375
2024-11-22 14:37:00+00:00,,167.11000061035156,413.7200012207031
2024-11-22 14:38:00+00:00,,167.18499755859375,413.5050048828125
2024-11-22 14:39:00+00:00,,167.25,414.3299865722656
2024-11-22 14:40:00+00:00,,166.97000122070312,414.32000732421875
2024-11-22 14:41:00+00:00,,167.36000061035156,414.7900085449219
2024-11-22 14:42:00+00:00,,167.69500732421875,415.2200012207031
2024-11-22 14:43:00+00:00,,167.82000732421875,415.0199890136719
2024-11-22 14:44:00+00:00,,167.95989990234375,415.30999755859375
2024-11-22 14:45:00+00:00,,168.1396026611328,415.3699951171875
2024-11-22 14:46:00+00:00,,168.02999877929688,415.1400146484375
2024-11-22 14:47:00+00:00,,167.71530151367188,414.7099914550781
2024-11-22 14:48:00+00:00,,167.9499969482422,414.8500061035156
2024-11-22 14:49:00+00:00,,168.0,414.70001220703125
2024-11-22 14:50:00+00:00,,167.86000061035156,414.0
2024-11-22 14:51:00+00:00,,167.63499450683594,413.7200927734375
2024-11-22 14:52:00+00:00,,167.13999938964844,413.239990234375
2024-11-22 14:53:00+00:00,,167.23500061035156,413.4800109863281
2024-11-22 14:54:00+00:00,,167.13499450683594,413.6351013183594
2024-11-22 14:55:00+00:00,,167.39999389648438,413.6400146484375
2024-11-22 14:56:00+00:00,,167.5399932861328,414.1700134277344
2024-11-22 14:57:00+00:00,,167.63499450683594,414.20001220703125
2024-11-22 14:58:00+00:00,,167.61000061035156,414.6099853515625
2024-11-22 14:59:00+00:00,,167.75,414.79998779296875
2024-11-22 15:00:00+00:00,,167.47999572753906,414.2699890136719
2024-11-22 15:01:00+00:00,,167.6699981689453,414.4150085449219
2024-11-22 15:02:00+00:00,,167.80029296875,414.32000732421875
2024-11-22 15:03:00+00:00,,167.63499450683594,413.8800964355469
2024-11-22 15:04:00+00:00,,167.4600067138672,413.6625061035156
